ID,IOU_RASTER,IOU_VECTOR,F1_BOUNDARY,Shape_Similarity_Index_raster,Shape_Similarity_Index_vector
116,0.501068115234375,0.46338333912675245,0.47202436508326373,0.9833845112044217,0.46338332185835623
161,0.1230316162109375,0.15613481572836477,0.23548777037627633,0.9997144582687777,0.15613438354923675
191,0.1390838623046875,0.09142737570119201,0.09556956842191466,0.9281222577873105,0.09142708551948843
2075,0.2187957763671875,0.6725605004503924,0.7157526764256062,0.8347764040162229,0.6725606218140944
2084,0.7249603271484375,0.8069552281481874,0.7343648090441336,0.8994323817724135,0.8071446748331469
2085,0.2360076904296875,0.7146436187222805,0.6481312180693735,0.9716587221350833,0.7146438138114675
2086,0.0491180419921875,0.3702011799097443,0.41124966834704163,0.8668397803144996,0.3702015592525867
243,0.1098785400390625,0.16708869504766002,0.2079777968053382,0.8657403979761509,0.16708840118469068
263,0.0050201416015625,0.007171592861574339,0.015469859804395523,0.8014291017549613,0.007171592904133419
284,0.2225341796875,0.5343843412987442,0.6335380183458419,0.966789848326797,0.5343829808882351
348,0.02349853515625,0.4554387689680244,0.34937965260545906,0.8527663698104867,0.4554381372739343
3701,0.3084564208984375,0.33127443041657556,0.3499939562432008,0.8911831636717793,0.3312746180091966
371,0.105865478515625,0.5628485687052466,0.6249248475478828,0.9936785736599593,0.5628481292206603
3733,0.1109466552734375,0.12003896170280638,0.1903480664334809,0.9160237469487448,0.12003882406000807
3771,0.6188201904296875,0.7020923920888443,0.7086019867661743,0.9828115762876481,0.7020925783791047
3782,0.2682342529296875,0.4586773545273621,0.6205371814406501,0.9991899859508839,0.4586773619898015
3806,0.02734375,0.07688488667730334,0.10411277123699911,0.9826567502377723,0.07688462955237944
3816,0.2885589599609375,0.5119791458879092,0.6783706336827596,0.874393186524185,0.5119788347116957
3829,0.130645751953125,0.32112601033680965,0.4105231866825208,0.9403943637539299,0.3211260130091202
3862,0.2374267578125,0.35116360468589636,0.46036980332116356,0.8321849177161533,0.35062196665112333
3873,0.0959625244140625,0.3870672209645507,0.5309793918238571,0.8157667770891462,0.38706709216920526
3874,0.0490570068359375,0.10767053278691602,0.16958290946083418,0.9556865750295556,0.10767052289459193
416,0.3406524658203125,0.5931006132081844,0.6148611796483391,0.9757977716500561,0.5931006767660155
433,0.0005340576171875,0.0003473861358235258,0.0019221528111484864,0.9907041509512584,0.0003473861365944852
453,0.4048919677734375,0.44328662264844226,0.5466453373482638,0.9963487977508009,0.4432862826195036
470,0.8975830078125,0.8097555453812377,0.7534409983483208,0.8747144021611931,0.8097560320364757
514,0.6475067138671875,0.5889741072300002,0.573132196733018,0.8940304502438617,0.5889743847124373
5298,0.56787109375,0.6495875048044748,0.6792341024406503,0.9746999866900536,0.6495878887261388
5299,0.070068359375,0.060087780865159306,0.09364129678586336,0.8384978219950882,0.06008769269212051
5412,0.2859344482421875,0.6253918599011238,0.6057046455684338,0.996507668449777,0.6253887792678151
5465,0.600921630859375,0.6284240982162069,0.6173176523381262,0.9314542807131355,0.6283978880219515
5466,0.5049896240234375,0.7069405982481898,0.7200251889168766,0.9435144685993881,0.7069406148943755
5467,0.400360107421875,0.8295808281820819,0.7795593329286148,0.7472454749025624,0.8295819950504472
5476,0.306640625,0.7352542387667094,0.7394342310562377,0.9673673245448694,0.7352542486164015
5509,0.831207275390625,0.8717709352270657,0.7670288798133023,0.9906262789933826,0.8717716493137198
5514,0.22906494140625,0.2829953773945804,0.35136070909216816,0.8946518120993034,0.28299536694056565
6507,0.855987548828125,0.8198434678520563,0.7927013422818792,0.9516871510414456,0.819844732553681
6515,0.819305419921875,0.8257883607134917,0.7705054605492359,0.9746973655550514,0.8257884324135487
6517,0.7899017333984375,0.8304801630769045,0.7565597904771201,0.9118200919177997,0.8304802908650549
6526,0.7584228515625,0.8239099240941334,0.7818743563336766,0.975641974352101,0.8239106170026804
6529,0.8762054443359375,0.823381636918204,0.7892794946722158,0.9553257914477515,0.8233822266929853
6533,0.89892578125,0.8553260013383782,0.7677516783540916,0.8792496180376728,0.8553262681120682
6544,0.781890869140625,0.7951550935737111,0.7696689941277863,0.9468774264311662,0.7951553882278498
6551,0.3570709228515625,0.6346332779065152,0.6808835591254914,0.903276164014239,0.6346297769855648
6555,0.45806884765625,0.7957782919548907,0.7634833346242222,0.9995225653854888,0.7961388348760063
6560,0.9542694091796875,0.8632425878494898,0.7818684890911565,0.8893790675722281,0.8632434697594435
6561,0.58392333984375,0.8593666988279625,0.7730783024506874,0.9073918567938303,0.8593669405063921
6563,0.5333404541015625,0.7836015320551072,0.7588850975731319,0.9959396071142559,0.7836014602132823
6564,0.8269805908203125,0.8303717554049134,0.7176686596676239,0.9682986321356638,0.830372058750192
6565,0.613311767578125,0.845282954619299,0.7361217006135861,0.9686605320560354,0.8452830081190614
6567,0.1336669921875,0.5213273436861471,0.5966950879046253,0.8422767247545488,0.5213402087468568
6572,0.5408782958984375,0.8171854984770534,0.7676368088914006,0.9862624750156669,0.8171859657758362
6579,0.7709503173828125,0.8787913077447411,0.7315273731603041,0.9436788027740435,0.878791799395957
6586,0.5245819091796875,0.8229633645588476,0.7511486456920317,0.8222911792601083,0.8229634061712688
6587,0.7095489501953125,0.8670512828463822,0.717336502448862,0.9378046786005425,0.8670319863279945
6588,0.532470703125,0.8064565323158668,0.7658609968909839,0.9408954200254772,0.8064504767844625
6596,0.897186279296875,0.8787670058408255,0.7445930741342668,0.9440242007464431,0.8787728596644832
6600,0.7730560302734375,0.784949164894092,0.748180636777128,0.9697083958566401,0.7849491733066146
6609,0.383087158203125,0.801477270172665,0.7018718502519798,0.98070114451379,0.8014772940830068
6611,0.803253173828125,0.7508629196484395,0.6685070910468767,0.9980279856874394,0.7508627397200222
6612,0.8747100830078125,0.8367622049591176,0.7308473289685928,0.9370793784978271,0.8367629054980747
6613,0.9647979736328125,0.8212009145629443,0.7251892471836443,0.9970650947255035,0.8212010766764308
6616,0.6721954345703125,0.7377107641299745,0.7080315758980301,0.9942538611396191,0.7377110976920122
6620,0.235626220703125,0.6449837281671053,0.6933141495436357,0.9407591315681727,0.6449828708871468
6626,0.51568603515625,0.798149934747094,0.7571589725789656,0.9510603784383522,0.7981498550388865
6629,0.765594482421875,0.8414150313553762,0.7471874543417912,0.990528602738862,0.8414151673283189
6630,0.447357177734375,0.7691287448684001,0.7297726070861977,0.9392714297298481,0.7691286501487974
6636,0.0258331298828125,0.12773881662517675,0.25778047669652343,0.8414630924197125,0.12773881634845297
6641,0.1299591064453125,0.5579609738405379,0.6378890392422192,0.9191473756936032,0.5579607822882137
6642,0.6888885498046875,0.795286636787484,0.7650426887112075,0.9535109673040745,0.7952866046368371
6643,0.786865234375,0.798850190727858,0.7585600898863456,0.9326669396535703,0.7988504563313445
6648,0.4221343994140625,0.7698544445937686,0.776135433715221,0.8149842941583547,0.7698551287728883
6654,0.362518310546875,0.7285450899779763,0.6798275918797091,0.9946299216675802,0.7285452061736183
6656,0.53790283203125,0.8327137633379257,0.7495923046016403,0.9368561833710143,0.8327143991327338
6664,0.70947265625,0.8122247990350533,0.7269622510351498,0.9784446508873917,0.8121522530480925
6674,0.7550506591796875,0.8202674182063113,0.7423865348090903,0.9371368484411349,0.8202675648272137
6683,0.0752716064453125,0.8246671110601449,0.6945280680007083,0.7988450853467253,0.8246669698364122
6684,0.785064697265625,0.8757073804104785,0.7567209795791235,0.9915918201503828,0.8757077349894633
6686,0.765869140625,0.7717754256426981,0.7646996535919041,0.9873799848987614,0.7717754469294791
6687,0.8173675537109375,0.7622093600773332,0.7807540355974313,0.9862045964637085,0.7622269073390542
6688,0.62884521484375,0.7300359106957816,0.7403547141441411,0.9415672643709827,0.7300360076346053
6693,0.5926666259765625,0.7571837833026748,0.7431044786931561,0.9795371543493724,0.7571839995427222
6705,0.612945556640625,0.7632932078572521,0.7603948224745101,0.9925994113038406,0.7632936146495589
6707,0.5613555908203125,0.801580601076532,0.7367548034201536,0.9675184969120891,0.8017301965392799
6708,0.779083251953125,0.751028908367465,0.771753610060212,0.9974431769321243,0.7510803439514535
6716,0.505615234375,0.745514545958086,0.734848929879183,0.882396883038814,0.7452208694368729
6721,0.285125732421875,0.48385037777400847,0.6679145750021271,0.974994262624812,0.48384988449035793
6734,0.7911834716796875,0.7687111622894339,0.7315998379910895,0.98848918002186,0.7687116330163041
6750,0.167236328125,0.8298649711209347,0.7504928189242467,0.9891969999855783,0.8298655280900016
6759,0.80914306640625,0.8200863693557928,0.769061273769997,0.9486203139434607,0.8200869962161617
6761,0.402130126953125,0.703519817002031,0.7258464473056748,0.9715396205793285,0.7035199065564364
6764,0.3061676025390625,0.7537550515669935,0.7308422178518442,0.9569677521165698,0.753601648018509
6777,0.633819580078125,0.7744835562452063,0.7698762931346307,0.9716614620715132,0.7744840905068515
6778,0.625579833984375,0.7945309427012119,0.7679289512302033,0.9693429024532273,0.7945309986099237
6780,0.498931884765625,0.7642694701997593,0.7371429799488513,0.9732809310754368,0.7642644701266047
6782,0.6288909912109375,0.7615360684949762,0.7458566771429129,0.9771087744697619,0.7615361906006125
6783,0.92230224609375,0.8317212148146709,0.7523829424718307,0.9534024352386673,0.8317214726091289
6785,0.777435302734375,0.792058992585215,0.6909238155839649,0.9716969483478359,0.7920597388251792
6786,0.5265960693359375,0.7218062279866524,0.7091052142192976,0.9617027219519005,0.7218067888617843
6788,0.2763671875,0.7897794089028771,0.7369909502262444,0.8990796486636929,0.7897803984762918
6790,0.41107177734375,0.6887095503467313,0.7375215343976111,0.9956292974584456,0.6887092719885018
6800,0.38018798828125,0.7376072558844027,0.7149282378892485,0.8905714062223967,0.7376074334846447
6817,0.9220123291015625,0.7722756321452052,0.6404300374653853,0.984917147842892,0.7722763657280689
6833,0.6443939208984375,0.620054215025559,0.6345882025044295,0.9677008837887211,0.6200542841004653
6835,0.552001953125,0.6828674038008861,0.7093080643569243,0.982637855226547,0.6827270447791393
6846,0.7505950927734375,0.8321441674853914,0.7769993437505542,0.918393763510285,0.8321446970428786
6849,0.571533203125,0.7295540344249791,0.7403285544666749,0.9157459497914576,0.7295543381177699
6864,0.4813690185546875,0.594569313854146,0.6425450689289501,0.9672233787011356,0.5945336927984927
6869,0.13031005859375,0.41806334988510474,0.507563025210084,0.9428438882057076,0.41806333972516035
6874,0.221649169921875,0.5147674097554328,0.6120114394661582,0.9382499242907484,0.514767146964818
6876,0.188262939453125,0.328472980844834,0.4041843330784736,0.991011751920528,0.32847268741141494
6892,0.6154327392578125,0.719775296862418,0.7663584072202625,0.9972197850728635,0.7197728794740788
69,0.084381103515625,0.14948352653212502,0.18450234709844207,0.9763254408903078,0.1494835264971119
6908,0.230194091796875,0.5464501986368522,0.5505232935074558,0.8889141444468394,0.5467371085592246
6924,0.9599151611328125,0.8671508144988848,0.7760164146211718,0.9502760780709915,0.8671513693711049
6925,0.8722991943359375,0.8491103503846044,0.788729392781575,0.9475857940514374,0.8491107027984524
6934,0.23193359375,0.5810063523221894,0.7024861650284959,0.9858710283938115,0.5810061512556884
6936,0.765045166015625,0.7781566172105063,0.7737955017106961,0.9578990872487982,0.7781567945211936
6946,0.5653533935546875,0.8057300087676632,0.76837378743593,0.9895601103066715,0.8057304682906863
6947,0.546600341796875,0.7870426265613294,0.7598324465074153,0.9895531879464731,0.7870428910412919
6950,0.190277099609375,0.7141567275083418,0.7260254118556452,0.9972472327790423,0.7141566136689113
6951,0.402435302734375,0.602749277441352,0.6596734927681512,0.7613580760096026,0.6027493062057744
6962,0.0603179931640625,0.08586828556976624,0.16152589603151724,0.9725796020344419,0.0858682761013499
6967,0.392486572265625,0.7947855836284339,0.7354818717074683,0.9703460601316605,0.7947859192797355
6980,0.2829437255859375,0.5125863751285192,0.5813253012048193,0.7975324723605526,0.5125863792296074
6988,0.006378173828125,0.0033958182471105214,0.02050275738403762,0.9752590538980731,0.0033957490667819532
6989,0.0005035400390625,0.0,0.0,0.7661311170663401,0.0
84,0.6198883056640625,0.6431209107996747,0.5923925623022915,0.9677312967438839,0.6431209475189141
