ID,TEMPORAL_BOUNDARY_SHIFT
116,29.32502794676448
161,64.04038664667738
191,145.8693619163998
2075,31.95707940804923
2084,36.78554399371121
2085,60.36144241557415
2086,66.75006663837478
243,36.99777156185588
263,70.66970316032123
284,129.25757580987354
348,163.80468062082772
3701,53.87566144562716
371,83.82302161142508
3733,19.29381552631876
3771,24.810232135351235
3782,62.297349808775856
3806,35.59193875638291
3816,120.65790038556406
3829,56.114374048313834
3862,34.21355360569211
3873,34.648514583133874
3874,35.684530964795826
416,52.22659576946052
433,44.97831158561589
453,16.812682009622147
470,18.96476661782724
514,15.27655058902258
5298,69.24017244390247
5299,81.64691267247287
5412,64.74291132764809
5465,48.15480380203181
5466,38.42596313980167
5467,77.25990896383165
5476,78.27574940440064
5509,22.957193179829638
5514,39.78079498100286
6507,22.933996166571905
6515,33.636923474525545
6517,49.62692470754552
6526,39.615510706602194
6529,21.077892139111825
6533,24.32316150444591
6544,29.743634621270477
6551,41.66635543179327
6555,35.05755214802395
6560,13.366838908666333
6561,34.35161676038846
6563,49.237996715757085
6564,29.45957319720049
6565,49.13379966432648
6567,154.98463346245856
6572,29.521688224499247
6579,44.29340990222621
6586,49.0890071984783
6587,40.170314179861194
6588,31.705328346229678
6596,36.0652843005621
6600,37.865468881342125
6609,58.31751389882411
6611,50.26318760509798
6612,45.12482119808583
6613,25.675160502479805
6616,15.029894422227176
6620,169.29767785767837
6626,126.06446747668349
6629,35.625042660905955
6630,86.35939880206415
6636,271.95277778353756
6641,122.85064718766516
6642,54.46804481291677
6643,18.161211601312232
6648,51.82409286352054
6654,57.86631237091076
6656,30.4473358352083
6664,36.41667161339145
6674,64.54490024201066
6683,68.64785110074249
6684,27.545993167976217
6686,26.306720772182647
6687,26.530521400544483
6688,54.60618792485293
6693,44.67892491359055
6705,33.072280293932444
6707,38.02809931524476
6708,33.369223280548916
6716,36.60226237228929
6721,148.76895244632536
6734,42.489320813830304
6750,160.90255055045782
6759,35.38699347629631
6761,50.499293662208366
6764,93.47308692562524
6777,26.001095051095753
6778,35.298434534360155
6780,45.78347669635271
6782,68.28796029464667
6783,21.774467445124635
6785,20.322513037573867
6786,52.30016989203301
6788,62.62336732723511
6790,49.018946706373214
6800,66.93614439769166
6817,17.7708097274215
6833,90.552634493976
6835,64.11914623027133
6846,17.269014565116038
6849,24.244137634514207
6864,70.51804214265334
6869,56.28729423361207
6874,33.7171558594668
6876,34.06842024898987
6892,32.25320239252969
69,34.270350919766884
6908,48.69081027937242
6924,11.629428467139942
6925,18.543213604200965
6934,63.09061582806157
6936,27.296808274019188
6946,43.43457989153954
6947,26.707594460892498
6950,49.25583096627331
6951,42.10342397450703
6962,60.74999563141493
6967,58.86186587740444
6980,57.34917294557842
6988,21.35743093717634
6989,0
84,32.162343508895404
