ID,TEMPORAL_BOUNDARY_SHIFT
116,17.457354741059383
161,32.76591753436983
191,66.06402346540621
2075,75.92784767730879
2084,18.16737154131593
2085,45.36210440509816
2086,172.23352437210818
243,29.156098020076538
263,64.74994059215888
348,59.53392220214238
3701,35.76160846189604
371,45.190868567331464
3733,15.140288747338325
3771,19.46021676112419
3806,75.63675245293598
3816,112.4142209189963
3829,34.972240927717564
3862,16.861940492552595
3873,63.060375289717555
3874,30.87500239454485
416,25.69207741001376
433,39.47598088674393
453,32.755890878584246
470,19.360427833626822
514,13.463156389293001
5298,58.82493524929366
5299,50.32224883500774
5412,30.766311758810264
5465,26.512749789504102
5466,30.312926319272414
5476,35.44426894540715
5509,37.142566432780384
5514,23.684697382321957
6507,22.334190666097914
6510,29.446240104858315
6515,18.294286082069814
6517,32.07365662886302
6526,11.116711019483342
6533,15.683111282010351
6544,19.28394894116411
6555,38.828719589654504
6556,28.580583808098023
6561,45.49578980029653
6565,34.20663038410492
6572,46.45439824827087
6580,17.167671894251335
6589,10.644055326595511
6600,16.29410427442432
6601,17.837794503053928
6602,86.0828412543712
6603,61.468031433818126
6609,29.76295366323606
6610,28.27272269243318
6613,23.032635398612808
6614,21.166115496038458
6627,16.461356761307325
6630,81.19429713016862
6634,72.60418392377558
6637,41.684114250805244
6639,71.0516380446045
6651,27.1331533743095
6652,33.17971086349431
6658,13.336903969077747
6680,15.513194221541852
6682,34.203869977086455
6686,19.140697418256686
6687,12.69476909689907
6689,25.10286463760241
6694,21.273429902586965
6699,18.029301277674072
6703,25.929596627288316
6707,29.435962013907602
6710,66.90793057777294
6715,117.30190329197657
6722,37.37671288511274
6728,116.86769421067788
6743,28.961533168634784
6752,28.247015674059973
6760,18.10822911414331
6762,26.987437503545713
6765,128.64010921765944
6770,24.57459512983859
6773,28.970346408573636
6775,18.312927791135863
6776,18.84141240472777
6777,21.456828508005316
6778,19.00410975168655
6779,27.531200563690252
6781,37.363419434995336
6795,106.27982416030389
6810,46.93786967056519
6833,26.002334635121166
6836,22.01620905418782
6838,33.19193728957823
6849,21.67014399966145
6866,21.66771460818337
6869,61.817928690161814
6874,180.96522596835703
6876,43.57460296036142
6878,21.557055143954667
6880,54.38824189506602
6892,16.96196769081966
6897,91.29033182527976
6916,15.921095569814847
6922,115.73764421364372
6923,51.28175117433229
6924,19.75170051634385
6925,125.73285980239207
6926,27.59275190852144
6927,27.708788449532367
6936,12.99900347750993
6938,36.90356272442676
6939,36.391894520100585
6946,35.59556030611094
6947,22.867809027053415
6948,37.00098491859887
6950,49.19289977377328
6951,31.194206790161854
6955,42.00205155996153
6956,26.155880279890482
6961,72.38683749599701
6962,129.9134566299941
6963,88.26564530990264
6964,59.68646052849233
6976,65.84926926070281
6980,49.12561733141939
6988,128.2240443085992
6989,177.60130407889034
