ID,TEMPORAL_BOUNDARY_SHIFT
116,26.64951064994504
161,117.4233832786699
191,134.36288951705046
2075,99.56504805289178
2084,80.40887953313165
2085,283.2293780313912
2086,0
243,52.39714252336883
263,128.83475875090286
348,179.54383578366577
3701,35.739292079095165
371,91.09046698072225
3733,47.25759922545325
3771,45.40066320200337
3806,179.59893108678844
3816,116.6373891529593
3829,56.2369993389895
3862,129.17178181018227
3873,56.82783617251821
3874,125.83732257414076
416,67.55482193091048
433,141.8863194247032
453,0
470,182.38782095708723
514,183.7730540849447
5298,101.36154229457068
5299,211.24736109969828
5412,171.72533339076935
5465,149.5500658993984
5466,63.18617324811683
5476,114.4867331735983
5509,169.12268407821244
5514,24.63117472284295
6507,131.19722307667357
6510,68.39197832190216
6515,155.75661285346334
6517,250.20840911453882
6526,78.6361583078257
6533,45.65956990165358
6544,172.4116531508657
6555,42.53885886661062
6556,59.955711256996295
6561,336.3444919782453
6565,132.28460148086012
6572,160.08620874609986
6580,46.33779390885224
6589,23.46909193470024
6600,127.61548347177288
6601,147.7080040807706
6602,226.31236731216504
6603,144.94718756440835
6609,305.86121846310846
6610,77.65261630395115
6613,67.33202817620432
6614,198.3875442604199
6627,25.62558498533324
6630,62.23835523628736
6634,193.77375161599875
6637,0
6639,261.71666440155127
6651,44.39511316940187
6652,173.83677668104576
6658,45.11512607444783
6680,203.91828184954034
6682,35.70048978854516
6686,32.55594589082509
6687,153.51655112033083
6689,64.34974233196259
6694,83.37540521540996
6699,103.8275365738319
6703,181.1615070319881
6707,43.642633904329614
6710,116.71038071880011
6715,54.013048511961
6722,78.98208844704521
6728,135.61399505829255
6743,112.10632218008753
6752,82.48568065801697
6760,45.63044618166215
6762,268.1263067629728
6765,137.36314379082742
6770,67.65900958832259
6773,33.2683074048036
6775,100.92665757167106
6776,190.08924605388108
6777,142.8211240025283
6778,214.433155163913
6779,75.85614367948715
6781,161.6414707317872
6795,174.7641377685738
6810,33.62025173319234
6833,105.13985451104035
6836,108.16078294028614
6838,59.28864853755545
6849,70.57007567264925
6866,109.42878125473578
6869,134.42842892680022
6874,256.4089603722146
6876,46.49571617209622
6878,134.69865991374292
6880,47.17644653253357
6892,27.82723631003223
6897,189.9855214080259
6916,30.399129152659075
6922,117.96347903790436
6923,0
6924,0
6925,69.27726579480179
6926,73.5588829984486
6927,52.74663036517241
6936,200.37615042824666
6938,116.01172680934366
6939,76.05398217247392
6946,30.426295855708602
6947,24.11437438916896
6948,81.85391252304575
6950,64.24938165473199
6951,57.04523369468556
6955,125.46595443366877
6956,50.41407111715608
6961,52.03799801395028
6962,124.19238103098145
6963,201.57281399130164
6964,98.55404243137122
6976,84.68443484450373
6980,35.15439180895242
6988,105.14040584772906
6989,109.41357594642241
