ID,IOU_VECTOR,F1_BOUNDARY,Shape_Similarity_Index
100,0.6571272571625885,0.7953290178990894,0.6557279849513687
115,0.2443443937523194,0.39338128690476454,0.24284891256236862
116,0.48484871835158727,0.6550785876708052,0.48272483235829466
117,0.5876125333650242,0.7422052034475086,0.5860716664406758
132,0.41117766570861874,0.5841742127981943,0.4092426931078202
147,0.42043774763890446,0.5930005664068497,0.41918062568873765
161,0.08075788703613898,0.1495160252840173,0.08030838220857726
162,0.7088140526590785,0.8310688955285818,0.7083157284840561
175,0.08052761658558819,0.1490887777372293,0.08028601557155203
176,0.4989165843524674,0.6668690218378025,0.49780898238791116
191,0.10311444455167466,0.1869606293831335,0.1030661744335681
206,0.13080939965312377,0.23164991874443405,0.1295786259533891
2061,0.49563106442463584,0.6656117548977449,0.49247582040809823
2062,0.3283180661267807,0.5129018679692089,0.2948737662122537
2063,0.2549842953962886,0.40882359251506395,0.24941151836106387
2064,0.22241406247548606,0.3661566824459595,0.2166497311738499
2065,0.3727991206782383,0.5465328413917157,0.3674395870302637
2066,0.23599332058266626,0.38201297978170384,0.23563546243576297
2067,0.4030406236144422,0.5745544987699965,0.40307837057683327
2068,0.23623804412457292,0.38243241111489734,0.23577603678448814
2069,0.40525345359963355,0.5777595365729643,0.40390220890502676
2070,0.10807364959543597,0.195159216448758,0.10760094503152434
2073,0.5397095693928805,0.7026472973881027,0.5384755034562599
2074,0.586981982306241,0.7433415482947274,0.5840072929962629
2075,0.3663259780988359,0.536504267659888,0.3659040332337418
2078,0.6853978413833132,0.8160160179091893,0.684037480412406
2079,0.43776821259674376,0.6101798648886831,0.4363046618048221
2080,0.5892877182601325,0.7455371707507554,0.5861759891083768
2083,0.4185412052552046,0.5907178588399044,0.4177552078994738
2084,0.7565726022605441,0.8690927024881213,0.7542139524965364
2085,0.4016169332287806,0.5763936147230838,0.3968855785196564
2086,0.37222909453939257,0.542578941155576,0.3721314050507304
2087,0.3998046748955436,0.5737113273822053,0.3963401052468839
2088,0.5431873965254459,0.7053925110323828,0.5419440314703267
2089,0.48007603318532477,0.6489678968240876,0.47978847597744617
2090,0.5625887384536161,0.7237984705180958,0.5591806348816868
2091,0.5363094515602976,0.7014724366468076,0.533688279752072
223,0.023481638695563172,0.04589042115574933,0.023381067615331597
224,0.701054088765067,0.8277800618726674,0.6997073108230427
243,0.13528816245246772,0.2384253848491162,0.1349333042720753
244,0.7260010701152373,0.8430801673943845,0.7254152853965786
263,0.003216205424313326,0.006411789217377136,0.003216205443069506
264,0.5370820704857929,0.7003328144724541,0.5356792271837528
283,0.05227921347802866,0.09936414975647842,0.052275463609996534
284,0.31518676103836907,0.48017615301977806,0.3136143871572083
304,0.143683974926258,0.25183994611945143,0.14145540126334366
324,0.17726327441689146,0.30191893037310596,0.174824451497836
325,0.1826025371721087,0.30988876052549275,0.17957258767748727
347,0.05773360961255022,0.10918664755495028,0.05753443167264605
348,0.11234830473830357,0.20252472835964078,0.10986807606904098
3680,0.4456332057875553,0.616860136489386,0.44526990297723806
3681,0.038664864356393526,0.07445464433584761,0.03861717045496746
3699,0.5261297500273652,0.6901548633291471,0.5255654289103873
370,0.07884441851177278,0.1462426501349761,0.07831586185862609
3700,0.5112158549696171,0.6776336280047056,0.5103388985321278
