ID,TEMPORAL_BOUNDARY_SHIFT
116,17.385199693247444
161,34.86292451713848
191,63.01991154765403
2075,48.48762800294667
2084,35.12984118279769
2085,134.11554431641002
2086,78.95285375950814
243,20.45395083219195
263,64.97263922896514
348,203.04379166085576
3701,99.64853413282152
371,64.22933793482976
3733,13.599628399286889
3771,13.109697250003522
3806,72.76922014876737
3816,104.76886260425988
3829,58.37930153774629
3862,15.548766434677601
3873,60.7913064962741
3874,35.372703266264416
416,28.39848481160311
433,198.31057636224642
453,22.47215335023947
470,12.707211387752267
514,22.32095127044787
5298,265.7580750237092
5299,81.85541114702103
5412,46.248756765079
5465,20.849579053556397
5466,46.502084766925776
5476,47.10473589963106
5509,37.19884758072273
5514,13.891080792449202
6507,31.832373423113438
6510,31.884785423328573
6515,32.56984502360246
6517,32.13361113803599
6526,17.28300190143584
6533,14.278074177144878
6544,21.405292658456414
6555,20.132349717004313
6556,15.48816417826411
6561,29.522964635577342
6565,35.01018274989557
6572,36.83738812340447
6580,12.552056525892286
6589,16.416360041149744
6600,79.13906144218842
6601,20.44590841468657
6602,123.41218745249553
6603,57.67595935156398
6609,144.48411060623286
6610,23.910646888275075
6613,80.16794976650012
6614,26.872193661818013
6627,72.94726368477212
6630,52.8647847216838
6634,200.7087499973184
6637,46.036392592852174
6639,40.354336787875724
6651,15.41382653893749
6652,28.526109064071335
6658,94.0539649282532
6680,18.064189817090437
6682,33.2203938559591
6686,16.47769317951805
6687,18.14032872976389
6689,63.83260346009276
6694,47.79752419721738
6699,18.900941014289845
6703,28.178409138237008
6707,24.900308422036616
6710,33.46284324558383
6715,117.1332376018812
6722,35.01057087925256
6728,64.5572022166381
6743,33.898805152958765
6752,30.88154574949069
6760,36.69943753544468
6762,27.720079216711238
6765,123.34262195944997
6770,42.2835741248764
6773,49.89942350786929
6775,42.12602120325578
6776,22.082073703460733
6777,15.649270299931786
6778,23.653404802297686
6779,36.51842977975675
6781,36.24088828972358
6795,182.6472684751123
6810,58.08839546771498
6833,30.29156717188851
6836,26.238586967787853
6838,53.452378304434106
6849,26.33276680436521
6866,20.178880873320264
6869,46.154506742145195
6874,159.05169977286704
6876,37.90847579010858
6878,20.811880023636103
6880,22.778062556403782
6892,16.973361657344707
6897,32.55815831624619
6916,15.912570361689971
6922,74.06000530507872
6923,61.02857665431746
6924,38.12788944277109
6925,19.26443312345789
6926,23.183859838623423
6927,21.13255757850943
6936,23.410179815261035
6938,31.60362635573112
6939,49.324353259559686
6946,29.10844998206563
6947,44.56321459539289
6948,57.1300012860239
6950,26.57232444163261
6951,50.019986269757275
6955,95.5036612877033
6956,23.41303200435007
6961,42.91795847544621
6962,132.29267107104863
6963,92.1006801668386
6964,45.82921760101353
6976,79.34229814909568
6980,65.51806016049764
6988,35.0664011969861
6989,38.787218619891796
