ID,IOU_VECTOR,F1_BOUNDARY,Shape_Similarity_Index
115,0.2997966204831548,0.46216867711564247,0.29826340591907474
116,0.4918903521678593,0.6615568140259931,0.4896364011969898
117,0.7602585764920697,0.8665085472818876,0.7593265052537521
132,0.4560841147515429,0.6277531344410944,0.4552918193687957
147,0.394303098275381,0.5665504751829107,0.3932143213401907
161,0.07721141397035217,0.1433881561619653,0.07702273167108228
162,0.7032915702141136,0.8272008051234943,0.7030862727749502
175,0.08771803415085573,0.16133403799766102,0.08743605866242866
176,0.5157879299723822,0.6817970615830434,0.5146688340071872
191,0.11923576424262712,0.21307908010145354,0.11917707119391344
206,0.16535183095590855,0.2842440564001914,0.16378637515426567
2061,0.32471557768098935,0.4915148203081822,0.32514577117452215
2062,0.4517399697097464,0.6490446874356803,0.43269156128224634
2063,0.46922930387071415,0.6424465887047518,0.469709486321308
2064,0.4093172188647024,0.5904521323143497,0.3966380185203677
2065,0.6308607106865798,0.7810718738845719,0.625666892150508
2066,0.49157096814968754,0.6592629712085565,0.4919333413546411
2067,0.5477227872748437,0.7078033957183926,0.5479132742660956
2068,0.6243875591853194,0.7700285994366938,0.6241705922944465
2069,0.6079632913496006,0.7583961890822372,0.6063958387092528
2070,0.4393558579572414,0.6114187761565306,0.438178467213057
2073,0.6020888388020923,0.7523174624552305,0.6039107556339579
2074,0.6552074349420736,0.7959213927693833,0.6526196306314496
2075,0.4958709490457318,0.6634592325993417,0.4953740677305287
2078,0.7808238837532202,0.8796360794342765,0.7811968388147804
2079,0.554841174199729,0.7158961528346849,0.5531316648349023
2080,0.6346601441932285,0.7809188634443048,0.6317467678692805
2083,0.45253138224660233,0.6238002401738248,0.45170609078970103
2084,0.7780240735931535,0.8830546143371119,0.7762096585546545
2085,0.5528580340179542,0.7181396667668271,0.5481246231136856
2086,0.06801874763848094,0.12737566073159323,0.06802561685006302
2087,0.5469713830647653,0.7111174736460373,0.5434699985645757
2088,0.6306308701986427,0.7752662825735066,0.6294709279585302
2089,0.5840342853531622,0.7377348018401091,0.5837521844212947
2090,0.6344023639573027,0.7808036166642781,0.6314018245283944
2091,0.6076266388947472,0.7600191367542525,0.605047990380234
223,0.025143651820762246,0.04905925769775127,0.025034689493758307
224,0.7269652016905978,0.8456905412841804,0.7256452355520248
243,0.1578693069763092,0.27282700247195485,0.15741692057381154
244,0.7106129811030082,0.8326688568147951,0.7105087286250427
263,0.003931519431883407,0.007832246235496677,0.003931519460049015
264,0.6632169454858852,0.7995366312976053,0.6619275690213186
283,0.08899282672273337,0.16344169406762937,0.08898652199178783
284,0.4304134096090906,0.603231003646309,0.42859262568110057
304,0.19795762046331725,0.33147583459526836,0.19516532515614854
324,0.26514365625931,0.42068318842565033,0.26305858456001796
325,0.43021634753510196,0.604722863458854,0.43045111454491447
347,0.06671490705055295,0.12511521176889862,0.06647393289820466
348,0.31092674585880126,0.4752311609768401,0.31595548605751006
3680,0.4601504212542187,0.6305989063101801,0.459889586451793
3681,0.03804184645182475,0.07329864293902906,0.037997870136869775
3699,0.5326331657027497,0.6957131719914016,0.5321284136052222
370,0.06116402970753208,0.11533657096297505,0.06095044045138212
3700,0.49669490343210876,0.6647721018451112,0.495851529730194
3701,0.2682702266014396,0.42328760839458573,0.2679587030518489
371,0.3667356305560791,0.5411942725712634,0.36088253052219993
3716,0.8481837078339435,0.9189880941996473,0.8479445000716539
3717,0.39540809663508814,0.5670212250559512,0.3950593466282834
3732,0.7455162828438415,0.8553887124218137,0.7454874129072646
3733,0.11963841411733206,0.21372482249757413,0.11957091884400703
3746,0.5355387961909205,0.6985823759819737,0.5346119659982416
3759,0.7217378247665914,0.8385392828147221,0.7216803056859203
3771,0.6906664123599467,0.8172057529826863,0.6907654066748514
3782,0.6761856719810654,0.8071382645494826,0.6763326543048092
3793,0.42196585529189345,0.5940955487139549,0.4213279728121596
3804,0.34809863616772024,0.5166420939307267,0.34801830338865364
3805,0.1951840291751684,0.3267962454851353,0.19522949807204032
3806,0.07039629880419232,0.13153315065989726,0.07039629885222902
3816,0.6252456842886521,0.7706912013111035,0.624243492397556
3817,0.19458822503437412,0.3257829283223501,0.19458889278597727
3829,0.20217162090430113,0.3363440251356973,0.20217162077368947
3840,0.5962723515685874,0.7472491583468467,0.596604715799355
3841,0.02957315455513655,0.05744740803370144,0.029573154622251435
3851,0.591532494863448,0.7440095840456245,0.591033536543906
3862,0.24903159147196932,0.39959270689952214,0.24718224357222168
3873,0.3984064234655836,0.5698323421787854,0.3983663681651531
3874,0.01946666044963916,0.0381925583755965,0.019398338532639163
393,0.15926311284794772,0.2749044382595352,0.15877814252477893
394,0.4990642568188978,0.667477799008785,0.4973266917729567
416,0.4939943545024155,0.6625452686063321,0.49269296540699803
433,0.0,0,0.0
434,0.14243612583389442,0.2496106309810528,0.14147930498191258
435,0.6055076783962148,0.7555636726708777,0.604711039926119
452,0.0019492845854231593,0.003890984535424326,0.0019492843962624292
453,0.4304765389263685,0.602480860298121,0.43000665371774943
454,0.6702891116994129,0.8034236731501755,0.6701314709548299
468,0.00348311028998749,0.006942040686636122,0.0034831103106107222
469,0.6932467987945732,0.8202790985937707,0.6926433924202559
470,0.8577071095877109,0.9260049273827045,0.8578142335027673
481,0.015332438385121541,0.030201809389226526,0.015332438378658041
482,0.2152773318273903,0.35428511075193836,0.21527733172392463
4824,0.17244497887084417,0.29455666450782886,0.17134694625732605
4827,0.04464742841624617,0.08547846326283359,0.04464742842666408
483,0.6653779088153462,0.7999962900716143,0.6656511747068444
4830,0.39299722636519574,0.5647659267265098,0.3922671508801545
493,0.022560570161368806,0.04412564071236428,0.022560570209304763
494,0.25169942105750737,0.40232270832445616,0.25167112457488106
504,0.23544096263318456,0.3811654051807013,0.23541055157329016
513,0.26346764399551903,0.41710561230570176,0.26338165895989185
514,0.5479022886487626,0.7095330098550962,0.5466182719505945
515,0.7212579270618084,0.8429773779666616,0.7185947209087847
521,0.1422585301722726,0.24909337638685536,0.14221768074854696
522,0.29398367579267876,0.4548780858969693,0.2930086508492877
523,0.07146920413661825,0.1334313418720877,0.07126665651546599
524,0.7319804028531163,0.8467627839936929,0.7314396219098083
528,0.003760390196282241,0.007492605273168188,0.0037603902191906866
529,0.6198557039460032,0.7676182437836022,0.6182320788483511
5298,0.014755472320766582,0.02908528545254905,0.014768020347371697
5299,0.05197323304425947,0.09886069117013471,0.05189882088362589
530,0.00613613171704521,0.012197418467889791,0.006136131734363685
531,0.40934195703715304,0.5813725435588675,0.4089822117179684
5327,0.4930317047060654,0.6700200448449499,0.48739566616128016
5328,0.027312165166430934,0.0531720855500753,0.02748514737658965
5355,0.6136019959174606,0.7650197206104467,0.6113316252807933
5356,0.41847489083043954,0.5916079605644315,0.41654053609718755
5384,0.5628484172201839,0.7239068918896596,0.5616188113261463
5412,0.5961705307685341,0.7492670688189126,0.5946033926786294
5440,0.7888702777645379,0.8850492942658311,0.7885741115051448
5441,0.304515227807717,0.4677971588423602,0.3027639572069748
5442,0.2578835473722463,0.4115166370309368,0.2553796863316205
5443,0.33390893604327865,0.5020455317542217,0.3315042907179244
5444,0.34776440337046477,0.5188383479279856,0.3431387368728613
5445,0.5388737107400277,0.7007672745571893,0.5385974692937232
5446,0.15073412440592304,0.2619899628532132,0.15069372258668562
5462,0.42995189898400615,0.6040115590479523,0.4267395217653057
5463,0.4021320676251645,0.5774377936185981,0.3970126588781273
5464,0.3329824321666492,0.5012475400874052,0.3309713893541217
5465,0.57407458202947,0.7324216506000724,0.5715276328597013
5466,0.6717211283519647,0.8060792355523723,0.6701910388703006
5467,0.6328877104731715,0.7762158283789103,0.6334993350653959
5468,0.3008385671484219,0.4625302093501145,0.30083856700698974
5476,0.6538072263734609,0.7914052133787897,0.6538444684325254
5477,0.14125221800906873,0.24774703263878864,0.1404442583446158
5484,0.6188535452469016,0.7645629412890091,0.6189188706221667
5490,0.3948548340147361,0.5662745316974541,0.3947042019265828
5491,0.004894041658709616,0.009740413328817695,0.004894041673478455
5496,0.5831267094484783,0.7385905653060193,0.5815608061119892
5497,0.0010111481275438036,0.002020253479572336,0.001011148126963487
5501,0.3751931751779388,0.5463750144825444,0.37422737884020046
5505,0.6650191706063274,0.8002534339375589,0.6642665631874152
5506,0.0020798415081614884,0.004151682626051047,0.001927318109453612
5509,0.832880053585038,0.9107770724590172,0.8333034568447533
5510,0.4714710854464668,0.6416010392885689,0.47057507773816953
5513,0.6436574254746813,0.7879062911014514,0.6412504118137148
5514,0.286938558658141,0.446315822263251,0.2861435768528152
5515,0.19609024993342478,0.32795984413004675,0.19587425907410072
5516,0.7028947954589987,0.8261457397019157,0.7027195843144166
5517,0.7335929647261203,0.8483440354173443,0.7327858469408998
6504,0.6514370381019441,0.7916670663058584,0.6518187198461566
6505,0.7530758798300741,0.8625404719126688,0.7522576423915206
6506,0.6703803362523233,0.8040603317328016,0.6709047956150831
6507,0.7829074573031515,0.8807437012105185,0.7832534086423544
6508,0.629680334913709,0.7801825950946399,0.6258938520752054
6509,0.8158291808953506,0.90112855425739,0.8157555107539622
6510,0.7014756195927481,0.8258653161749528,0.7011496072656779
6511,0.6857822420976339,0.8149671554585156,0.6854275164634596
6512,0.6903900212980619,0.8189411111800509,0.6895156381933422
6513,0.7347263584208368,0.8491406794496308,0.7341395222752077
6514,0.4900583297239671,0.658210516299903,0.4898142064393289
6515,0.5607988809546045,0.7204822146116239,0.5594467578231105
6516,0.6467997526209774,0.788023172253084,0.645755881605223
6517,0.6560867844172688,0.7942529614007081,0.6549416323051052
6518,0.7948845830176465,0.8869878628509478,0.7945923382715787
6519,0.7843561475463812,0.8815107307897867,0.7841550649344475
6520,0.6982989052588541,0.8239745547716698,0.6978595324130745
6521,0.8106639401973088,0.8970925181829648,0.8104611640114397
